,Row ID,Order Date,City,State,Category,Sub-Category,Sales,Quantity,Profit,Year_Month,Profit_Margim,Profit_por_Unidade,Sales_por_Unidade,Label_Profit,Label_Sales,Sales_por_Unidade_nor,Label_State,Label_Sub-Category,Profit_cat
0,8,2014-06-09,Los Angeles,California,Technology,Phones,907.152,6,90.71520000000004,2014-06,0.10000000000000003,15.119200000000006,151.192,1.5509283819628654,3.483037501668223,1.410620831195485,3,3,Altas
1,12,2014-06-09,Los Angeles,California,Technology,Phones,911.424,4,68.35680000000002,2014-06,0.07500000000000002,17.089200000000005,227.856,1.06079531753513,3.5020419057787255,2.3939969214982044,3,3,Altas
2,20,2014-08-27,San Francisco,California,Technology,Phones,213.48,3,16.01099999999998,2014-08,0.07499999999999991,5.3369999999999935,71.16,-0.0867110945480852,0.39717069264646987,0.3840430990251411,3,3,Medias
3,27,2016-01-16,Los Angeles,California,Technology,Accessories,90.57,3,11.774100000000004,2016-01,0.13000000000000006,3.9247000000000014,30.189999999999998,-0.17959094197338663,-0.14960629921259844,-0.14148281169830684,3,0,Medias
4,41,2015-12-27,Houston,Texas,Technology,Phones,371.168,4,41.75639999999996,2015-12,0.11249999999999988,10.43909999999999,92.792,0.4776706052568113,1.0986609724631877,0.6615187275525911,39,3,Altas
5,42,2017-09-10,Naperville,Illinois,Technology,Phones,147.168,4,16.556399999999996,2017-09,0.11249999999999998,4.139099999999999,36.792,-0.07475502553872433,0.10217536367276124,-0.05679835813237555,10,3,Medias
6,45,2016-03-11,Eagan,Minnesota,Technology,Accessories,45.98,2,19.7714,2016-03,0.43000000000000005,9.8857,22.99,-0.004276914308261958,-0.34796921571244266,-0.23383786557208827,20,0,Medias
7,48,2016-06-20,Dover,Delaware,Technology,Accessories,45.0,3,4.950000000000001,2016-06,0.11000000000000003,1.6500000000000004,15.0,-0.32918648749369706,-0.3523288402509008,-0.33632632119035405,6,0,Baixas
8,49,2016-06-20,Dover,Delaware,Technology,Phones,21.8,2,6.104000000000001,2016-06,0.28,3.0520000000000005,10.9,-0.303888901067584,-0.45553627830419496,-0.38891739353514626,6,3,Baixas
9,60,2016-06-17,Troy,New York,Technology,Accessories,30.0,2,3.3000000000000007,2016-06,0.11000000000000003,1.6500000000000004,15.0,-0.3653572133195953,-0.4190577872681168,-0.33632632119035405,29,0,Baixas
10,63,2015-11-24,Los Angeles,California,Technology,Accessories,13.98,2,6.151200000000001,2015-11,0.44000000000000006,3.0756000000000006,6.99,-0.30285419909244315,-0.49032430268250354,-0.43907131862493587,3,0,Baixas
11,69,2014-12-05,Gilbert,Arizona,Technology,Phones,167.96800000000002,4,62.988,2014-12,0.37499999999999994,15.747,41.992000000000004,0.9431023521932613,0.1947061702033009,0.009902514109799969,1,3,Altas
12,87,2017-10-26,Rochester,Minnesota,Technology,Accessories,19.99,1,6.796599999999998,2017-10,0.3399999999999999,6.796599999999998,19.99,-0.28870596488151307,-0.46358823791093906,-0.2723191380194972,20,0,Baixas
13,91,2016-09-17,Los Angeles,California,Technology,Phones,73.584,2,8.278199999999998,2016-09,0.11249999999999998,4.139099999999999,36.792,-0.25622684525505807,-0.22517015881489386,-0.05679835813237555,3,3,Baixas
14,101,2016-08-29,Chicago,Illinois,Technology,Accessories,95.976,3,-10.79730000000001,2016-08,-0.11250000000000011,-3.5991000000000035,31.992,-0.6743933182804652,-0.12555718670759375,-0.11836839404822984,10,0,Baixas
15,104,2015-11-13,Aurora,Colorado,Technology,Accessories,238.896,6,-26.87580000000001,2015-11,-0.11250000000000004,-4.479300000000001,39.815999999999995,-1.0268606002148317,0.5102362204724408,-0.018009235505387425,4,0,Baixas
16,107,2017-11-23,Charlotte,North Carolina,Technology,Accessories,74.11200000000001,8,17.6016,2017-11,0.2375,2.2002,9.264000000000001,-0.05184251485191888,-0.22282129987988783,-0.4099025141097999,30,0,Medias
17,108,2017-11-23,Charlotte,North Carolina,Technology,Phones,27.992000000000004,1,2.0994,2017-11,0.075,2.0994,27.992000000000004,-0.3916763487296398,-0.42799056897548815,-0.16967675731144172,30,3,Baixas
18,110,2015-10-15,Orland Park,Illinois,Technology,Accessories,339.96000000000004,5,67.99199999999996,2015-10,0.19999999999999987,13.598399999999993,67.992,1.0527982988798028,0.9598291738956359,0.3434068753206774,10,0,Altas
19,124,2016-06-12,Wilmington,Delaware,Technology,Phones,68.04,7,19.7316,2016-06,0.29,2.8188,9.72,-0.005149396058486647,-0.24983317763245688,-0.4040533606977938,6,3,Medias
20,131,2017-02-02,Columbus,Ohio,Technology,Phones,59.96999999999999,5,-11.993999999999993,2017-02,-0.1999999999999999,-2.3987999999999987,11.993999999999998,-0.7006269592476482,-0.28573335112771925,-0.3748845561826578,31,3,Baixas
21,149,2016-12-05,Franklin,Wisconsin,Technology,Phones,149.97,3,5.9987999999999815,2016-12,0.039999999999999876,1.9995999999999938,49.99,-0.3061950588596356,0.11464033097557716,0.11249358645459215,44,3,Baixas
22,153,2016-03-13,Scottsdale,Arizona,Technology,Phones,203.184,2,15.23879999999999,2016-03,0.07499999999999996,7.619399999999995,101.592,-0.10363899423460537,0.35136794341385286,0.7743971267316573,1,3,Medias
23,162,2015-12-28,Philadelphia,Pennsylvania,Technology,Accessories,54.38400000000001,2,1.359599999999995,2015-12,0.024999999999999904,0.6797999999999975,27.192000000000004,-0.4078939868908517,-0.3105832109969304,-0.1799384299640841,34,0,Baixas
24,171,2014-09-08,San Antonio,Texas,Technology,Phones,143.976,3,8.998500000000007,2014-09,0.06250000000000006,2.9995000000000025,47.992,-0.2404366793081521,0.08797544374749763,0.08686505900461775,39,3,Medias
25,182,2014-12-05,Decatur,Illinois,Technology,Accessories,408.744,7,76.63949999999998,2014-12,0.18749999999999994,10.948499999999997,58.392,1.2423657846855334,1.2658214333377817,0.22026680348896877,10,0,Altas
26,183,2014-11-19,Monroe,Louisiana,Technology,Phones,503.96,4,131.02960000000002,2014-11,0.26000000000000006,32.757400000000004,125.99,2.4346866299844354,1.689398994617198,1.0873524884556183,15,3,Altas
27,184,2014-11-19,Monroe,Louisiana,Technology,Phones,149.95,5,41.986,2014-11,0.28,8.3972,29.99,0.482703816559616,0.11455135904622082,-0.14404822986146743,15,3,Altas
28,185,2014-11-19,Monroe,Louisiana,Technology,Accessories,29.0,2,7.25,2014-11,0.25,3.625,14.5,-0.2787666878575965,-0.42350638373593125,-0.3427398665982555,15,0,Baixas
29,187,2014-08-26,Los Angeles,California,Technology,Accessories,176.8,8,22.98400000000001,2014-08,0.13000000000000003,2.873000000000001,22.1,0.06614858495736287,0.23399617420703767,-0.24525397639815288,3,0,Medias
30,191,2015-10-12,New York City,New York,Technology,Phones,71.76,6,20.092800000000004,2015-10,0.28,3.3488000000000007,11.96,0.0027687046495827924,-0.23328439877218732,-0.3753206772703951,29,3,Medias
31,206,2017-12-09,Whittier,California,Technology,Phones,444.768,4,44.476800000000026,2017-12,0.10000000000000006,11.119200000000006,111.192,0.537306267400312,1.4260776724943276,0.8975371985633658,3,3,Altas
32,208,2017-12-01,Saginaw,Michigan,Technology,Phones,131.98,2,35.634600000000006,2017-12,0.2700000000000001,17.817300000000003,65.99,0.3434706359471253,0.034610080519596,0.3177270395074397,19,3,Medias
33,212,2015-02-09,Dallas,Texas,Technology,Accessories,20.8,2,6.499999999999999,2015-02,0.31249999999999994,3.2499999999999996,10.4,-0.2952079268693684,-0.45998487477200933,-0.39533093894304777,39,0,Baixas
34,215,2015-01-02,Medina,Ohio,Technology,Phones,62.982,3,-14.695800000000006,2015-01,-0.23333333333333342,-4.898600000000002,20.994,-0.7598548786636555,-0.2723341785666622,-0.259440738840431,31,3,Baixas
35,217,2015-01-02,Medina,Ohio,Technology,Accessories,89.584,2,4.479200000000006,2015-01,0.050000000000000065,2.239600000000003,44.792,-0.3395072012626866,-0.15399261532986339,0.04581836839404827,31,0,Baixas
36,219,2016-10-28,Los Angeles,California,Technology,Phones,302.376,3,22.67820000000001,2016-10,0.07500000000000004,7.559400000000004,100.79199999999999,0.05944494377096311,0.7926331242492991,0.7641354540790148,3,3,Medias
37,236,2017-04-07,Tampa,Florida,Technology,Accessories,617.9760000000001,3,-7.724700000000098,2017-04,-0.012500000000000157,-2.574900000000033,205.99200000000005,-0.60703685029704,2.1966101694915254,2.113545407901489,7,0,Baixas
38,241,2016-06-04,Chicago,Illinois,Technology,Phones,31.984,2,11.194399999999998,2016-06,0.3499999999999999,5.597199999999999,15.992,-0.19229892364688567,-0.4102317718759731,-0.3236018471010775,10,3,Medias
39,258,2015-11-28,Chicago,Illinois,Technology,Phones,647.904,6,56.691599999999966,2015-11,0.08749999999999995,9.448599999999994,107.984,0.805074862441633,2.329747764580274,0.8563878912262699,10,3,Altas
40,259,2017-12-01,New York City,New York,Technology,Accessories,20.37,3,6.925800000000001,2017-12,0.34,2.3086,6.79,-0.2858736874410851,-0.4618977712531695,-0.4416367367880965,29,0,Baixas
41,265,2016-06-06,Chicago,Illinois,Technology,Phones,328.224,4,28.7196,2016-06,0.08750000000000001,7.1799,82.056,0.19188241225858804,0.9076204457493658,0.5238070805541304,10,3,Medias
42,266,2015-11-10,Brentwood,California,Technology,Accessories,79.9,2,35.156000000000006,2015-11,0.44000000000000006,17.578000000000003,39.95,0.33297893329241324,-0.19707282352417807,-0.01629040533606973,3,0,Medias
43,272,2015-07-30,San Francisco,California,Technology,Accessories,209.93,7,92.36920000000002,2015-07,0.44000000000000006,13.195600000000002,29.990000000000002,1.5871867943968259,0.38137817518572886,-0.1440482298614674,3,0,Altas
44,285,2015-09-26,Portland,Oregon,Technology,Accessories,239.80000000000004,5,47.95999999999999,2015-09,0.1999999999999999,9.591999999999997,47.96000000000001,0.613663765701383,0.5142577516793452,0.08645459209851218,33,0,Altas
45,292,2016-11-20,Columbus,Ohio,Technology,Accessories,255.98400000000004,2,54.39660000000001,2016-11,0.2125,27.198300000000003,127.99200000000002,0.7547646710656117,0.5862538369144535,1.1130323242688562,31,0,Altas
46,315,2014-08-09,Saint Petersburg,Florida,Technology,Phones,178.384,2,22.297999999999973,2014-08,0.12499999999999986,11.148999999999987,89.192,0.05111033167459471,0.24104275101205558,0.6153412006157003,7,3,Medias
47,320,2014-11-04,New York City,New York,Technology,Phones,275.94,6,80.0226,2014-11,0.29,13.3371,45.99,1.3165289256198345,0.6750300280261576,0.06118522319138024,29,3,Altas
48,321,2014-11-04,New York City,New York,Technology,Accessories,360.0,4,129.6,2014-11,0.36,32.4,90.0,2.4033474362627962,1.0489790471106364,0.6257054899948692,29,0,Altas
49,325,2016-04-23,Hesperia,California,Technology,Accessories,99.99,1,34.9965,2016-04,0.35,34.9965,99.99,0.3294824297959095,-0.10770052048578675,0.7538481272447409,3,0,Medias
50,327,2016-08-30,Philadelphia,Pennsylvania,Technology,Phones,290.898,3,-67.8762,2016-08,-0.2333333333333333,-22.6254,96.96600000000001,-1.9256571015191692,0.7415721339917256,0.7150590046177528,34,3,Baixas
51,332,2016-04-25,Philadelphia,Pennsylvania,Technology,Phones,82.8,2,-20.700000000000003,2016-04,-0.25000000000000006,-10.350000000000001,41.4,-0.8914768616962967,-0.18417189376751633,0.0023088763468445323,34,3,Baixas
52,346,2017-06-15,San Francisco,California,Technology,Phones,47.976,3,4.797600000000003,2017-06,0.10000000000000006,1.5992000000000008,15.991999999999999,-0.33252734726088906,-0.3390898171626851,-0.32360184710107753,3,3,Baixas
53,350,2016-09-01,New York City,New York,Technology,Accessories,6.79,1,2.3086,2016-09,0.34,2.3086,6.79,-0.38709033912795615,-0.5223097112860892,-0.4416367367880965,29,0,Baixas
54,384,2015-06-26,Taylor,Michigan,Technology,Accessories,41.9,2,8.799,2015-06,0.21,4.3995,20.95,-0.2448100488852836,-0.3661194893011255,-0.2600051308363263,19,0,Baixas
55,386,2015-11-27,Pembroke Pines,Florida,Technology,Accessories,83.97600000000001,3,-1.049700000000005,2015-11,-0.012500000000000058,-0.34990000000000165,27.992000000000004,-0.4607098230922678,-0.17894034432136652,-0.16967675731144172,7,0,Baixas
56,391,2017-12-11,New York City,New York,Technology,Accessories,39.98,2,13.593199999999996,2017-12,0.3399999999999999,6.796599999999998,19.99,-0.13971326479163443,-0.37466079451932904,-0.2723191380194972,29,0,Medias
